T96060000001	1A03_HUMAN
T96060000811	AGRG2_HUMAN
T96060000812	AGRG3_HUMAN
T96060000813	AGRG4_HUMAN
T96060000814	AGRG4_HUMAN
T96060000815	AGRG4_HUMAN
T96060000816	AGRG5_HUMAN
T96060000817	AGRG5_HUMAN
T96060000818	AGRG5_HUMAN
T96060000819	AGRG7_HUMAN
T96060000820	AGRG7_HUMAN
T96060000821	AGRG7_HUMAN
T96060000822	AGRL1_HUMAN
T96060000823	AGRL1_HUMAN
T96060000824	AGRL1_HUMAN
T96060000825	AGRL2_HUMAN
T96060000826	AGRL2_HUMAN
T96060000827	AGRL2_HUMAN
T96060000828	AGRL4_HUMAN
T96060000829	AGRL4_HUMAN
T96060000830	AGRL4_HUMAN
T96060000831	AGTR2_HUMAN
T96060000832	AHDC1_HUMAN
T96060000833	AHDC1_HUMAN
T96060000834	AHDC1_HUMAN
T96060000835	AHI1_HUMAN
T96060000836	AHNK2_HUMAN
T96060000837	AHNK2_HUMAN
T96060000838	AHRR_HUMAN
T96060000839	AHRR_HUMAN
T96060000840	AHSA2_HUMAN
T96060000841	AHSA2_HUMAN
T96060000842	AHSA2_HUMAN
T96060000843	AHSP_HUMAN
T96060000844	AHSP_HUMAN
T96060000845	AHSP_HUMAN
T96060000846	AIDA_HUMAN
T96060000847	AIDA_HUMAN
T96060000848	AIF1L_HUMAN
T96060000849	AIFM3_HUMAN
T96060000850	AIMP2_HUMAN
T96060000851	AIMP2_HUMAN
T96060000852	AINX_HUMAN
T96060000853	AIRE_HUMAN
T96060000854	AJM1_HUMAN
T96060000855	AJM1_HUMAN
T96060000856	AJM1_HUMAN
T96060000857	AK1A1_HUMAN
T96060000858	AK1BA_HUMAN
T96060000859	AK1BF_HUMAN
T96060000860	AK1C2_HUMAN
T96060000861	AK1D1_HUMAN
T96060000862	AK40L_HUMAN
T96060000863	AK40L_HUMAN
T96060000864	AK40L_HUMAN
T96060000865	AKA10_HUMAN
T96060000866	AKA11_HUMAN
T96060000867	AKA11_HUMAN
T96060000868	AKA28_HUMAN
T96060000869	AKA7G_HUMAN
T96060000870	AKAI1_HUMAN
T96060000871	AKAP1_HUMAN
T96060000872	AKAP2_HUMAN
T96060000873	AKAP2_HUMAN
T96060000874	AKAP2_HUMAN
T96060000875	AKAP3_HUMAN
T96060000876	AKAP3_HUMAN
T96060000877	AKAP4_HUMAN
T96060000878	AKCL1_HUMAN
T96060000879	AKCL1_HUMAN
T96060000880	AKCL1_HUMAN
T96060000881	AKD1A_HUMAN
T96060000882	AKD1A_HUMAN
T96060000883	AKD1A_HUMAN
T96060000884	AKD1B_HUMAN
T96060000885	AKD1B_HUMAN
T96060000886	AKD1B_HUMAN
T96060000887	AKIB1_HUMAN
T96060000888	AKIB1_HUMAN
T96060000889	AKIB1_HUMAN
T96060000890	AKIP1_HUMAN
T96060000891	AKIP1_HUMAN
T96060000892	AKIP_HUMAN
T96060000893	AKIR1_HUMAN
T96060000894	AKIR1_HUMAN
T96060000895	AKIR2_HUMAN
T96060000896	AKND1_HUMAN
T96060000897	AKND1_HUMAN
T96060000898	AKND1_HUMAN
T96060000899	AKT3_HUMAN
T96060000900	AKTIP_HUMAN
T96060000901	AKTS1_HUMAN
T96060000902	AL14E_HUMAN
T96060000903	AL14E_HUMAN
T96060000904	AL1A2_HUMAN
T96060000905	AL1B1_HUMAN
T96060000906	AL1B1_HUMAN
T96060000907	AL1L1_HUMAN
T96060000908	AL1L2_HUMAN
T96060000909	AL2CL_HUMAN
T96060000910	AL2SB_HUMAN
T96060000911	AL2SB_HUMAN
T96060000912	AL2SB_HUMAN
T96060000913	AL3B2_HUMAN
T96060000914	AL3B2_HUMAN
T96060000915	AL4A1_HUMAN
T96060000916	AL4A1_HUMAN
T96060000917	AL7A1_HUMAN
T96060000918	ALAT1_HUMAN
T96060000919	ALAT2_HUMAN
T96060000920	ALDH2_HUMAN
T96060000921	ALEX_HUMAN
T96060000922	ALG11_HUMAN
T96060000923	ALG11_HUMAN
T96060000924	ALG12_HUMAN
T96060000925	ALG13_HUMAN
T96060000926	ALG13_HUMAN
T96060000927	ALG14_HUMAN
T96060000928	ALG14_HUMAN
T96060000929	ALG14_HUMAN
T96060000930	ALG1L_HUMAN
T96060000931	ALG1L_HUMAN
T96060000932	ALG1L_HUMAN
T96060000933	ALG1_HUMAN
T96060000934	ALG3_HUMAN
T96060000935	ALG5_HUMAN
T96060000936	ALG5_HUMAN
T96060000937	ALG8_HUMAN
T96060000938	ALG9_HUMAN
T96060000939	ALG9_HUMAN
T96060000940	ALKB6_HUMAN
T96060000941	ALKB6_HUMAN
T96060000942	ALKB7_HUMAN
T96060000943	ALKL1_HUMAN
T96060000944	ALKL2_HUMAN
T96060000945	ALLC_HUMAN
T96060000946	ALLC_HUMAN
T96060000947	ALLC_HUMAN
T96060000948	ALMS1_HUMAN
T96060000949	ALPK2_HUMAN
T96060000950	ALPK2_HUMAN
T96060000951	ALPK2_HUMAN
T96060000952	ALPK3_HUMAN
T96060000953	ALPK3_HUMAN
T96060000954	ALPK3_HUMAN
T96060000955	ALR_HUMAN
T96060000956	ALS_HUMAN
T96060000957	ALS_HUMAN
T96060000958	ALX3_HUMAN
T96060000959	ALX3_HUMAN
T96060000960	ALX3_HUMAN
T96060000961	ALX4_HUMAN
T96060000962	AMBN_HUMAN
T96060000963	AMBN_HUMAN
T96060000964	AMBN_HUMAN
T96060000965	AMBP_HUMAN
T96060000966	AMELY_HUMAN
T96060000967	AMELY_HUMAN
T96060000968	AMER3_HUMAN
T96060000969	AMER3_HUMAN
T96060000970	AMER3_HUMAN
T96060000971	AMERL_HUMAN
T96060000972	AMERL_HUMAN
T96060000973	AMERL_HUMAN
T96060000974	AMGO1_HUMAN
T96060000975	AMGO1_HUMAN
T96060000976	AMGO1_HUMAN
T96060000977	AMGO2_HUMAN
T96060000978	AMGO2_HUMAN
T96060000979	AMGO2_HUMAN
T96060000980	AMGO3_HUMAN
T96060000981	AMGO3_HUMAN
T96060000982	AMGO3_HUMAN
T96060000983	AMHR2_HUMAN
T96060000984	AMMR1_HUMAN
T96060000985	AMMR1_HUMAN
T96060000986	AMN1_HUMAN
T96060000987	AMN1_HUMAN
T96060000988	AMN1_HUMAN
T96060000989	AMOL1_HUMAN
T96060000990	AMOL2_HUMAN
T96060000991	AMOL2_HUMAN
T96060000992	AMOL2_HUMAN
T96060000993	AMPB_HUMAN
T96060000994	AMPB_HUMAN
T96060000995	AMPD1_HUMAN
T96060000996	AMPD1_HUMAN
T96060000997	AMPD3_HUMAN
T96060000998	AMPD3_HUMAN
T96060000999	AMPH_HUMAN
T96060001000	AMPL_HUMAN
T96060001001	AMPL_HUMAN
T96060001002	AMPN_HUMAN
T96060001003	AMPN_HUMAN
T96060001004	AMPO_HUMAN
T96060001005	AMPQ_HUMAN
T96060001006	AMPQ_HUMAN
T96060001007	AMPQ_HUMAN
T96060001008	AMTN_HUMAN
T96060001009	AMTN_HUMAN
T96060001010	AMY1_HUMAN
T96060001011	AMY1_HUMAN
T96060001012	AMY2B_HUMAN
T96060001013	AMY2B_HUMAN
T96060001014	AMZ1_HUMAN
T96060001015	AMZ2_HUMAN
T96060001016	AN13A_HUMAN
T96060001017	AN13A_HUMAN
T96060001018	AN13B_HUMAN
T96060001019	AN13B_HUMAN
T96060001020	AN13D_HUMAN
T96060001021	AN13D_HUMAN
T96060001022	AN13D_HUMAN
T96060001023	AN18A_HUMAN
T96060001024	AN18A_HUMAN
T96060001025	AN18A_HUMAN
T96060001026	AN18B_HUMAN
T96060001027	AN18B_HUMAN
T96060001028	AN18B_HUMAN
T96060001029	AN20B_HUMAN
T96060001030	AN20B_HUMAN
T96060001031	AN20B_HUMAN
T96060001032	AN30A_HUMAN
T96060001033	AN30A_HUMAN
T96060001034	AN30A_HUMAN
T96060001035	AN30B_HUMAN
T96060001036	AN30B_HUMAN
T96060001037	AN30B_HUMAN
T96060001038	AN32C_HUMAN
T96060001039	AN32C_HUMAN
T96060001040	AN32C_HUMAN
T96060001041	AN32D_HUMAN
T96060001042	AN32D_HUMAN
T96060001043	AN32D_HUMAN
T96060001044	AN33B_HUMAN
T96060001045	AN33B_HUMAN
T96060001046	AN33B_HUMAN
T96060001047	AN34A_HUMAN
T96060001048	AN34A_HUMAN
T96060001049	AN34A_HUMAN
T96060001050	AN34B_HUMAN
T96060001051	AN34B_HUMAN
T96060001052	AN34B_HUMAN
T96060001053	AN34C_HUMAN
T96060001054	AN34C_HUMAN
T96060001055	AN34C_HUMAN
T96060001056	AN36A_HUMAN
T96060001057	AN36A_HUMAN
T96060001058	AN36A_HUMAN
T96060001059	AN36B_HUMAN
T96060001060	AN36B_HUMAN
T96060001061	AN36B_HUMAN
T96060001062	AN36C_HUMAN
T96060001063	AN36C_HUMAN
T96060001064	AN36C_HUMAN
T96060001065	ANAG_HUMAN
T96060001066	ANAG_HUMAN
T96060001067	ANC2_HUMAN
T96060001068	ANGE1_HUMAN
T96060001069	ANGL1_HUMAN
T96060001070	ANGL1_HUMAN
T96060001071	ANGL2_HUMAN
T96060001072	ANGL2_HUMAN
T96060001073	ANGL5_HUMAN
T96060001074	ANGL5_HUMAN
T96060001075	ANGL5_HUMAN
T96060001076	ANGL6_HUMAN
T96060001077	ANGL6_HUMAN
T96060001078	ANGL7_HUMAN
T96060001079	ANGL7_HUMAN
T96060001080	ANGL7_HUMAN
T96060001081	ANGL8_HUMAN
T96060001082	ANHX_HUMAN
T96060001083	ANHX_HUMAN
T96060001084	ANHX_HUMAN
T96060001085	ANKAR_HUMAN
T96060001086	ANKAR_HUMAN
T96060001087	ANKAR_HUMAN
T96060001088	ANKE1_HUMAN
T96060001089	ANKE1_HUMAN
T96060001090	ANKE1_HUMAN
T96060001091	ANKF1_HUMAN
T96060001092	ANKF1_HUMAN
T96060001093	ANKF1_HUMAN
T96060001094	ANKH1_HUMAN
T96060001095	ANKH1_HUMAN
T96060001096	ANKH_HUMAN
T96060001097	ANKK1_HUMAN
T96060001098	ANKK1_HUMAN
T96060001099	ANKK1_HUMAN
T96060001100	ANKR6_HUMAN
T96060001101	ANKR6_HUMAN
T96060001102	ANKR7_HUMAN
T96060001103	ANKR7_HUMAN
T96060001104	ANKR7_HUMAN
T96060001105	ANKR9_HUMAN
T96060001106	ANKR9_HUMAN
T96060001107	ANKR9_HUMAN
T96060001108	ANKS3_HUMAN
T96060001109	ANKS3_HUMAN
T96060001110	ANKS3_HUMAN
T96060001111	ANKS6_HUMAN
T96060001112	ANKS6_HUMAN
T96060001113	ANKS6_HUMAN
T96060001114	ANKUB_HUMAN
T96060001115	ANKUB_HUMAN
T96060001116	ANKUB_HUMAN
T96060001117	ANKY1_HUMAN
T96060001118	ANKY1_HUMAN
T96060001119	ANKY1_HUMAN
T96060001120	ANKY2_HUMAN
T96060001121	ANKY2_HUMAN
T96060001122	ANKY2_HUMAN
T96060001123	ANKZ1_HUMAN
T96060001124	ANM3_HUMAN
T96060001125	ANO2_HUMAN
T96060001126	ANO3_HUMAN
T96060001127	ANO3_HUMAN
T96060001128	ANO3_HUMAN
T96060001129	ANPRC_HUMAN
T96060001130	ANR10_HUMAN
T96060001131	ANR10_HUMAN
T96060001132	ANR10_HUMAN
T96060001133	ANR11_HUMAN
T96060001134	ANR12_HUMAN
T96060001135	ANR12_HUMAN
T96060001136	ANR16_HUMAN
T96060001137	ANR16_HUMAN
T96060001138	ANR16_HUMAN
T96060001139	ANR19_HUMAN
T96060001140	ANR19_HUMAN
T96060001141	ANR19_HUMAN
T96060001142	ANR22_HUMAN
T96060001143	ANR22_HUMAN
T96060001144	ANR22_HUMAN
T96060001145	ANR23_HUMAN
T96060001146	ANR24_HUMAN
T96060001147	ANR24_HUMAN
T96060001148	ANR24_HUMAN
T96060001149	ANR26_HUMAN
T96060001150	ANR26_HUMAN
T96060001151	ANR28_HUMAN
T96060001152	ANR28_HUMAN
T96060001153	ANR28_HUMAN
T96060001154	ANR29_HUMAN
T96060001155	ANR29_HUMAN
T96060001156	ANR29_HUMAN
T96060001157	ANR31_HUMAN
T96060001158	ANR31_HUMAN
T96060001159	ANR31_HUMAN
T96060001160	ANR35_HUMAN
T96060001161	ANR35_HUMAN
T96060001162	ANR35_HUMAN
T96060001163	ANR37_HUMAN
T96060001164	ANR37_HUMAN
T96060001165	ANR39_HUMAN
T96060001166	ANR39_HUMAN
T96060001167	ANR39_HUMAN
T96060001168	ANR40_HUMAN
T96060001169	ANR40_HUMAN
T96060001170	ANR40_HUMAN
T96060001171	ANR42_HUMAN
T96060001172	ANR42_HUMAN
T96060001173	ANR42_HUMAN
T96060001174	ANR44_HUMAN
T96060001175	ANR44_HUMAN
T96060001176	ANR44_HUMAN
T96060001177	ANR45_HUMAN
T96060001178	ANR45_HUMAN
T96060001179	ANR45_HUMAN
T96060001180	ANR46_HUMAN
T96060001181	ANR46_HUMAN
T96060001182	ANR46_HUMAN
T96060001183	ANR49_HUMAN
T96060001184	ANR49_HUMAN
T96060001185	ANR50_HUMAN
T96060001186	ANR50_HUMAN
T96060001187	ANR52_HUMAN
T96060001188	ANR52_HUMAN
T96060001189	ANR52_HUMAN
T96060001190	ANR53_HUMAN
T96060001191	ANR54_HUMAN
T96060001192	ANR54_HUMAN
T96060001193	ANR54_HUMAN
T96060001194	ANR55_HUMAN
T96060001195	ANR55_HUMAN
T96060001196	ANR55_HUMAN
T96060001197	ANR60_HUMAN
T96060001198	ANR60_HUMAN
T96060001199	ANR60_HUMAN
T96060001200	ANR61_HUMAN
T96060001201	ANR61_HUMAN
T96060001202	ANR61_HUMAN
T96060001203	ANR62_HUMAN
T96060001204	ANR62_HUMAN
T96060001205	ANR62_HUMAN
T96060001206	ANR63_HUMAN
T96060001207	ANR63_HUMAN
T96060001208	ANR63_HUMAN
T96060001209	ANR65_HUMAN
T96060001210	ANR65_HUMAN
T96060001211	ANR65_HUMAN
T96060001212	ANR66_HUMAN
T96060001213	ANR66_HUMAN
T96060001214	ANR66_HUMAN
T96060001215	ANS1A_HUMAN
T96060001216	ANS1A_HUMAN
T96060001217	ANS1B_HUMAN
T96060001218	ANS4B_HUMAN
T96060001219	ANT3_HUMAN
T96060001220	ANTR2_HUMAN
T96060001221	ANTR2_HUMAN
T96060001222	ANTR2_HUMAN
T96060001223	ANTRL_HUMAN
T96060001224	ANTRL_HUMAN
T96060001225	ANTRL_HUMAN
T96060001226	ANX10_HUMAN
T96060001227	ANX10_HUMAN
T96060001228	ANX10_HUMAN
T96060001229	ANX13_HUMAN
T96060001230	ANXA5_HUMAN
T96060001231	AOAH_HUMAN
T96060001232	AOC2_HUMAN
T96060001233	AOC2_HUMAN
T96060001234	AOC2_HUMAN
T96060001235	AOFA_HUMAN
T96060001236	AOFA_HUMAN
T96060001237	AOFB_HUMAN
T96060001238	AP180_HUMAN
T96060001239	AP180_HUMAN
T96060001240	AP1B1_HUMAN
T96060001241	AP1B1_HUMAN
T96060001242	AP1G2_HUMAN
T96060001243	AP1G2_HUMAN
T96060001244	AP1M1_HUMAN
T96060001245	AP1M2_HUMAN
T96060001246	AP1M2_HUMAN
T96060001247	AP1S1_HUMAN
T96060001248	AP1S2_HUMAN
T96060001249	AP1S2_HUMAN
T96060001250	AP1S3_HUMAN
T96060001251	AP2A2_HUMAN
T96060001252	AP2A2_HUMAN
T96060001253	AP2A2_HUMAN
T96060001254	AP2D_HUMAN
T96060001255	AP2D_HUMAN
T96060001256	AP2D_HUMAN
T96060001257	AP2E_HUMAN
T96060001258	AP2E_HUMAN
T96060001259	AP2E_HUMAN
T96060001260	AP2S1_HUMAN
T96060001261	AP2S1_HUMAN
T96060001262	AP2S1_HUMAN
T96060001263	AP3B2_HUMAN
T96060001264	AP3B2_HUMAN
T96060001265	AP3B2_HUMAN
T96060001266	AP3D1_HUMAN
T96060001267	AP3M1_HUMAN
T96060001268	AP3M2_HUMAN
T96060001269	AP3M2_HUMAN
T96060001270	AP3M2_HUMAN
T96060001271	AP3S1_HUMAN
T96060001272	AP3S1_HUMAN
T96060001273	AP3S2_HUMAN
T96060001274	AP3S2_HUMAN
T96060001275	AP4AT_HUMAN
T96060001276	AP4AT_HUMAN
T96060001277	AP4A_HUMAN
T96060001278	AP4A_HUMAN
T96060001279	AP4A_HUMAN
T96060001280	AP4B1_HUMAN
T96060001281	AP4B1_HUMAN
T96060001282	AP4E1_HUMAN
T96060001283	AP4E1_HUMAN
T96060001284	AP4S1_HUMAN
T96060001285	AP4S1_HUMAN
T96060001286	AP5B1_HUMAN
T96060001287	AP5M1_HUMAN
T96060001288	AP5S1_HUMAN
T96060001289	AP5Z1_HUMAN
T96060001290	APAF_HUMAN
T96060001291	APBA1_HUMAN
T96060001292	APBA1_HUMAN
T96060001293	APBA2_HUMAN
T96060001294	APBA2_HUMAN
T96060001295	APBA2_HUMAN
T96060001296	APBB2_HUMAN
T96060001297	APBB2_HUMAN
T96060001298	APBB2_HUMAN
T96060001299	APBB3_HUMAN
T96060001300	APBB3_HUMAN
T96060001301	APBP2_HUMAN
T96060001302	APC10_HUMAN
T96060001303	APC13_HUMAN
T96060001304	APC15_HUMAN
T96060001305	APC16_HUMAN
T96060001306	APC1_HUMAN
T96060001307	APCDL_HUMAN
T96060001308	APCDL_HUMAN
T96060001309	APCDL_HUMAN
T96060001310	APEX2_HUMAN
T96060001311	APEX2_HUMAN
T96060001312	APH1A_HUMAN
T96060001313	APJ_HUMAN
T96060001314	APLD1_HUMAN
T96060001315	APLD1_HUMAN
T96060001316	APLP2_HUMAN
T96060001317	APMAP_HUMAN
T96060001318	APOA_HUMAN
T96060001319	APOBR_HUMAN
T96060001320	APOBR_HUMAN
T96060001321	APOC4_HUMAN
T96060001322	APOF_HUMAN
T96060001323	APOF_HUMAN
T96060001324	APOL2_HUMAN
T96060001325	APOL2_HUMAN
T96060001326	APOL3_HUMAN
T96060001327	APOL4_HUMAN
T96060001328	APOL4_HUMAN
T96060001329	APOL5_HUMAN
T96060001330	APOL5_HUMAN
T96060001331	APOL5_HUMAN
T96060001332	APOL6_HUMAN
T96060001333	APOL6_HUMAN
T96060001334	APOL6_HUMAN
T96060001335	APOP1_HUMAN
T96060001336	APOP1_HUMAN
T96060001337	APOP1_HUMAN
T96060001338	APRG1_HUMAN
T96060001339	APRG1_HUMAN
T96060001340	APRG1_HUMAN
T96060001341	APRIO_HUMAN
T96060001342	APRIO_HUMAN
T96060001343	APRV1_HUMAN
T96060001344	APR_HUMAN
T96060001345	APT_HUMAN
T96060001346	AQ12A_HUMAN
T96060001347	AQ12A_HUMAN
T96060001348	AQ12A_HUMAN
T96060001349	AQ12B_HUMAN
T96060001350	AQ12B_HUMAN
T96060001351	AQ12B_HUMAN
T96060001352	AQP10_HUMAN
T96060001353	AQP11_HUMAN
T96060001354	AQP11_HUMAN
T96060001355	AQP6_HUMAN
T96060001356	AQP6_HUMAN
T96060001357	AQP73_HUMAN
T96060001358	AQP73_HUMAN
T96060001359	AQP73_HUMAN
T96060001360	AQP7_HUMAN
T96060001361	AR13A_HUMAN
T96060001362	AR13A_HUMAN
T96060001363	AR13A_HUMAN
T96060001364	AR13B_HUMAN
T96060001365	AR13B_HUMAN
T96060001366	AR26L_HUMAN
T96060001367	AR26L_HUMAN
T96060001368	AR26L_HUMAN
T96060001369	AR6P4_HUMAN
T96060001370	AR6P4_HUMAN
T96060001371	AR6P6_HUMAN
T96060001372	AR6P6_HUMAN
T96060001373	AR6P6_HUMAN
T96060001374	ARAF_HUMAN
T96060001375	ARAID_HUMAN
T96060001376	ARAP2_HUMAN
T96060001377	ARAP2_HUMAN
T96060001378	ARAP3_HUMAN
T96060001379	ARAP3_HUMAN
T96060001380	ARAS1_HUMAN
T96060001381	ARAS1_HUMAN
T96060001382	ARAS1_HUMAN
T96060001383	ARBK2_HUMAN
T96060001384	ARBK2_HUMAN
T96060001385	ARC1A_HUMAN
T96060001386	ARC1A_HUMAN
T96060001387	ARCH_HUMAN
T96060001388	ARC_HUMAN
T96060001389	AREG_HUMAN
T96060001390	ARF3_HUMAN
T96060001391	ARF5_HUMAN
T96060001392	ARFG1_HUMAN
T96060001393	ARFG2_HUMAN
T96060001394	ARFG2_HUMAN
T96060001395	ARFRP_HUMAN
T96060001396	ARG28_HUMAN
T96060001397	ARG28_HUMAN
T96060001398	ARG33_HUMAN
T96060001399	ARG33_HUMAN
T96060001400	ARG33_HUMAN
T96060001401	ARG35_HUMAN
T96060001402	ARG35_HUMAN
T96060001403	ARG35_HUMAN
T96060001404	ARG39_HUMAN
T96060001405	ARGFX_HUMAN
T96060001406	ARGFX_HUMAN
T96060001407	ARGFX_HUMAN
T96060001408	ARGI2_HUMAN
T96060001409	ARGL1_HUMAN
T96060001410	ARH37_HUMAN
T96060001411	ARH37_HUMAN
T96060001412	ARH37_HUMAN
T96060001413	ARH38_HUMAN
T96060001414	ARH38_HUMAN
T96060001415	ARH38_HUMAN
T96060001416	ARH40_HUMAN
T96060001417	ARH40_HUMAN
T96060001418	ARH40_HUMAN
T96060001419	ARHG1_HUMAN
T96060001420	ARHG3_HUMAN
T96060001421	ARHG3_HUMAN
T96060001422	ARHG4_HUMAN
T96060001423	ARHG6_HUMAN
T96060001424	ARHG6_HUMAN
T96060001425	ARHG6_HUMAN
T96060001426	ARHG8_HUMAN
T96060001427	ARHG8_HUMAN
T96060001428	ARHG9_HUMAN
T96060001429	ARHG9_HUMAN
T96060001430	ARHGF_HUMAN
T96060001431	ARHGG_HUMAN
T96060001432	ARHGH_HUMAN
T96060001433	ARHGJ_HUMAN
T96060001434	ARHGJ_HUMAN
T96060001435	ARHGP_HUMAN
T96060001436	ARHGP_HUMAN
T96060001437	ARHGP_HUMAN
T96060001438	ARHGQ_HUMAN
T96060001439	ARHGQ_HUMAN
T96060001440	ARHGQ_HUMAN
T96060001441	ARHL1_HUMAN
T96060001442	ARHL1_HUMAN
T96060001443	ARHL1_HUMAN
T96060001444	ARHL2_HUMAN
T96060001445	ARHL2_HUMAN
T96060001446	ARI1B_HUMAN
T96060001447	ARI2O_HUMAN
T96060001448	ARI2O_HUMAN
T96060001449	ARI2O_HUMAN
T96060001450	ARI3A_HUMAN
T96060001451	ARI3A_HUMAN
T96060001452	ARI3B_HUMAN
T96060001453	ARI3B_HUMAN
T96060001454	ARI3C_HUMAN
T96060001455	ARI3C_HUMAN
T96060001456	ARI4B_HUMAN
T96060001457	ARI4B_HUMAN
T96060001458	ARI4B_HUMAN
T96060001459	ARI5B_HUMAN
T96060001460	ARIP4_HUMAN
T96060001461	ARIP4_HUMAN
T96060001462	ARIP4_HUMAN
T96060001463	ARK73_HUMAN
T96060001464	ARK74_HUMAN
T96060001465	ARK74_HUMAN
T96060001466	ARL10_HUMAN
T96060001467	ARL10_HUMAN
T96060001468	ARL10_HUMAN
T96060001469	ARL11_HUMAN
T96060001470	ARL11_HUMAN
T96060001471	ARL11_HUMAN
T96060001472	ARL14_HUMAN
T96060001473	ARL14_HUMAN
T96060001474	ARL14_HUMAN
T96060001475	ARL15_HUMAN
T96060001476	ARL15_HUMAN
T96060001477	ARL16_HUMAN
T96060001478	ARL16_HUMAN
T96060001479	ARL16_HUMAN
T96060001480	ARL17_HUMAN
T96060001481	ARL17_HUMAN
T96060001482	ARL17_HUMAN
T96060001483	ARL4A_HUMAN
T96060001484	ARL4D_HUMAN
T96060001485	ARL4D_HUMAN
T96060001486	ARL5A_HUMAN
T96060001487	ARL5A_HUMAN
T96060001488	ARL5B_HUMAN
T96060001489	ARL5B_HUMAN
T96060001490	ARL5C_HUMAN
T96060001491	ARL5C_HUMAN
T96060001492	ARL5C_HUMAN
T96060001493	ARL6_HUMAN
T96060001494	ARL8A_HUMAN
T96060001495	ARL9_HUMAN
T96060001496	ARL9_HUMAN
T96060001497	ARL9_HUMAN
T96060001498	ARLY_HUMAN
T96060001499	ARM12_HUMAN
T96060001500	ARM12_HUMAN
T96060001501	ARMC1_HUMAN
T96060001502	ARMC1_HUMAN
T96060001503	ARMC1_HUMAN
T96060001504	ARMC2_HUMAN
T96060001505	ARMC2_HUMAN
T96060001506	ARMC2_HUMAN
T96060001507	ARMC3_HUMAN
T96060001508	ARMC3_HUMAN
T96060001509	ARMC4_HUMAN
T96060001510	ARMC5_HUMAN
T96060001511	ARMC5_HUMAN
T96060001512	ARMC6_HUMAN
T96060001513	ARMC6_HUMAN
T96060001514	ARMC7_HUMAN
T96060001515	ARMC7_HUMAN
T96060001516	ARMC7_HUMAN
T96060001517	ARMC8_HUMAN
T96060001518	ARMC8_HUMAN
T96060001519	ARMC9_HUMAN
T96060001520	ARMC9_HUMAN
T96060001521	ARMD1_HUMAN
T96060001522	ARMD1_HUMAN
T96060001523	ARMD1_HUMAN
T96060001524	ARMD2_HUMAN
T96060001525	ARMD2_HUMAN
T96060001526	ARMD2_HUMAN
T96060001527	ARMD3_HUMAN
T96060001528	ARMD3_HUMAN
T96060001529	ARMD3_HUMAN
T96060001530	ARMD4_HUMAN
T96060001531	ARMD4_HUMAN
T96060001532	ARMD4_HUMAN
T96060001533	ARMS2_HUMAN
T96060001534	ARMT1_HUMAN
T96060001535	ARMX1_HUMAN
T96060001536	ARMX1_HUMAN
T96060001537	ARMX1_HUMAN
T96060001538	ARMX2_HUMAN
T96060001539	ARMX2_HUMAN
T96060001540	ARMX2_HUMAN
T96060001541	ARMX3_HUMAN
T96060001542	ARMX3_HUMAN
T96060001543	ARMX3_HUMAN
T96060001544	ARMX4_HUMAN
T96060001545	ARMX4_HUMAN
T96060001546	ARMX4_HUMAN
T96060001547	ARMX5_HUMAN
T96060001548	ARMX5_HUMAN
T96060001549	ARMX5_HUMAN
T96060001550	ARMX6_HUMAN
T96060001551	ARMX6_HUMAN
T96060001552	ARMX6_HUMAN
T96060001553	AROS_HUMAN
T96060001554	ARP10_HUMAN
T96060001555	ARP10_HUMAN
T96060001556	ARP10_HUMAN
T96060001557	ARP19_HUMAN
T96060001558	ARP21_HUMAN
T96060001559	ARP21_HUMAN
T96060001560	ARP21_HUMAN
T96060001561	ARP3B_HUMAN
T96060001562	ARP3B_HUMAN
T96060001563	ARP3C_HUMAN
T96060001564	ARP3C_HUMAN
T96060001565	ARP5L_HUMAN
T96060001566	ARP5L_HUMAN
T96060001567	ARP5_HUMAN
T96060001568	ARP6_HUMAN
T96060001569	ARP6_HUMAN
T96060001570	ARP6_HUMAN
T96060001571	ARP8_HUMAN
T96060001572	ARP8_HUMAN
T96060001573	ARPIN_HUMAN
T96060001574	ARPIN_HUMAN
T96060001575	ARRC_HUMAN
T96060001576	ARRC_HUMAN
T96060001577	ARRD2_HUMAN
T96060001578	ARRD2_HUMAN
T96060001579	ARRD4_HUMAN
T96060001580	ARRD5_HUMAN
T96060001581	ARRD5_HUMAN
T96060001582	ARRD5_HUMAN
T96060001583	ARRS_HUMAN
T96060001584	ARRS_HUMAN
T96060001585	ARSA_HUMAN
T96060001586	ARSD_HUMAN
T96060001587	ARSD_HUMAN
T96060001588	ARSD_HUMAN
T96060001589	ARSE_HUMAN
T96060001590	ARSE_HUMAN
T96060001591	ARSF_HUMAN
T96060001592	ARSF_HUMAN
T96060001593	ARSH_HUMAN
T96060001594	ARSH_HUMAN
T96060001595	ARSH_HUMAN
T96060001596	ARSI_HUMAN
T96060001597	ARSI_HUMAN
T96060001598	ARSI_HUMAN
T96060001599	ARSJ_HUMAN
T96060001600	ARSJ_HUMAN
T96060001601	ARSJ_HUMAN
T96060001602	ARSK_HUMAN
T96060001603	ARSK_HUMAN
T96060001604	ARSK_HUMAN
T96060001605	ARTN_HUMAN
T96060001606	ARTN_HUMAN
T96060001607	ARTN_HUMAN
T96060001608	ARV1_HUMAN
T96060001609	ARVC_HUMAN
T96060001610	ARVC_HUMAN
